ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia18TestDiagnosis	historia18testdiagnosis	1590513708104	 	3.3.1
REQUEST	1016		Logged Redirect 1	1590513735399	1590513735400	OK	 
USER	VetWithoutDiagnosis	2667	START	1590513735409	1590513735409
USER	VetWithDiagnosis	2617	START	1590513735409	1590513735409
REQUEST	1815		Login	1590513735409	1590513735410	OK	 
REQUEST	1866		Login	1590513735409	1590513735413	OK	 
REQUEST	2617		Home	1590513735410	1590513735415	OK	 
REQUEST	2667		Home	1590513735409	1590513735415	OK	 
REQUEST	266		ShowMyDiagnosis	1590513735409	1590513735416	OK	 
REQUEST	216		ShowMyDiagnosis	1590513735409	1590513735419	OK	 
REQUEST	1816		Login	1590513735420	1590513735421	OK	 
REQUEST	1065		Logged	1590513735420	1590513735421	OK	 
REQUEST	1867		Login	1590513735420	1590513735422	OK	 
REQUEST	1065		Logged Redirect 1	1590513735422	1590513735423	OK	 
USER	VetWithDiagnosis	2618	START	1590513735431	1590513735431
USER	VetWithoutDiagnosis	2668	START	1590513735431	1590513735431
REQUEST	2618		Home	1590513735431	1590513735434	OK	 
REQUEST	2668		Home	1590513735431	1590513735434	OK	 
REQUEST	1066		Logged	1590513735435	1590513735436	OK	 
REQUEST	1017		Logged	1590513735435	1590513735437	OK	 
REQUEST	267		ShowMyDiagnosis	1590513735435	1590513735438	OK	 
REQUEST	1066		Logged Redirect 1	1590513735436	1590513735438	OK	 
REQUEST	1017		Logged Redirect 1	1590513735437	1590513735440	OK	 
REQUEST	217		ShowMyDiagnosis	1590513735435	1590513735443	OK	 
USER	VetWithoutDiagnosis	2669	START	1590513735446	1590513735446
USER	VetWithDiagnosis	2619	START	1590513735446	1590513735446
REQUEST	1817		Login	1590513735446	1590513735447	OK	 
REQUEST	2669		Home	1590513735446	1590513735449	OK	 
REQUEST	2619		Home	1590513735446	1590513735450	OK	 
REQUEST	1868		Login	1590513735446	1590513735450	OK	 
REQUEST	1067		Logged	1590513735457	1590513735457	OK	 
REQUEST	1018		Logged	1590513735457	1590513735458	OK	 
REQUEST	268		ShowMyDiagnosis	1590513735457	1590513735460	OK	 
REQUEST	1067		Logged Redirect 1	1590513735458	1590513735461	OK	 
REQUEST	1018		Logged Redirect 1	1590513735458	1590513735462	OK	 
REQUEST	218		ShowMyDiagnosis	1590513735457	1590513735465	OK	 
USER	VetWithoutDiagnosis	2670	START	1590513735468	1590513735468
USER	VetWithDiagnosis	2620	START	1590513735468	1590513735468
REQUEST	1869		Login	1590513735468	1590513735469	OK	 
REQUEST	1818		Login	1590513735468	1590513735469	OK	 
REQUEST	2670		Home	1590513735468	1590513735470	OK	 
REQUEST	2620		Home	1590513735468	1590513735471	OK	 
REQUEST	1019		Logged	1590513735479	1590513735479	OK	 
REQUEST	1068		Logged	1590513735479	1590513735480	OK	 
REQUEST	269		ShowMyDiagnosis	1590513735479	1590513735481	OK	 
REQUEST	1019		Logged Redirect 1	1590513735480	1590513735483	OK	 
REQUEST	1068		Logged Redirect 1	1590513735480	1590513735483	OK	 
REQUEST	219		ShowMyDiagnosis	1590513735479	1590513735487	OK	 
USER	VetWithDiagnosis	2621	START	1590513735489	1590513735489
USER	VetWithoutDiagnosis	2671	START	1590513735489	1590513735489
REQUEST	1870		Login	1590513735490	1590513735491	OK	 
REQUEST	1819		Login	1590513735490	1590513735492	OK	 
REQUEST	2621		Home	1590513735490	1590513735493	OK	 
REQUEST	2671		Home	1590513735491	1590513735495	OK	 
REQUEST	1021		Logged	1590513735501	1590513735501	OK	 
REQUEST	1020		Logged	1590513735501	1590513735503	OK	 
REQUEST	1070		Logged	1590513735501	1590513735503	OK	 
REQUEST	1069		Logged	1590513735501	1590513735504	OK	 
REQUEST	1021		Logged Redirect 1	1590513735502	1590513735504	OK	 
REQUEST	1020		Logged Redirect 1	1590513735503	1590513735504	OK	 
REQUEST	1070		Logged Redirect 1	1590513735504	1590513735506	OK	 
REQUEST	1069		Logged Redirect 1	1590513735504	1590513735506	OK	 
USER	VetWithoutDiagnosis	2672	START	1590513735507	1590513735507
USER	VetWithDiagnosis	2622	START	1590513735507	1590513735507
REQUEST	1871		Login	1590513735506	1590513735511	OK	 
REQUEST	1820		Login	1590513735506	1590513735511	OK	 
REQUEST	270		ShowMyDiagnosis	1590513735501	1590513735511	OK	 
REQUEST	220		ShowMyDiagnosis	1590513735501	1590513735512	OK	 
REQUEST	2672		Home	1590513735508	1590513735512	OK	 
REQUEST	2622		Home	1590513735510	1590513735514	OK	 
REQUEST	1821		Login	1590513735517	1590513735518	OK	 
REQUEST	1872		Login	1590513735517	1590513735520	OK	 
REQUEST	271		ShowMyDiagnosis	1590513735517	1590513735521	OK	 
REQUEST	221		ShowMyDiagnosis	1590513735517	1590513735524	OK	 
USER	VetWithDiagnosis	2623	START	1590513735528	1590513735528
USER	VetWithoutDiagnosis	2673	START	1590513735528	1590513735528
REQUEST	2673		Home	1590513735529	1590513735531	OK	 
REQUEST	2623		Home	1590513735529	1590513735532	OK	 
REQUEST	1071		Logged	1590513735539	1590513735542	OK	 
REQUEST	1022		Logged	1590513735539	1590513735544	OK	 
REQUEST	272		ShowMyDiagnosis	1590513735539	1590513735545	OK	 
REQUEST	1071		Logged Redirect 1	1590513735542	1590513735547	OK	 
REQUEST	1022		Logged Redirect 1	1590513735544	1590513735547	OK	 
USER	VetWithDiagnosis	2624	START	1590513735551	1590513735551
REQUEST	1822		Login	1590513735550	1590513735553	OK	 
REQUEST	1873		Login	1590513735550	1590513735553	OK	 
USER	VetWithoutDiagnosis	2674	START	1590513735551	1590513735551
REQUEST	2624		Home	1590513735551	1590513735556	OK	 
REQUEST	2674		Home	1590513735553	1590513735557	OK	 
REQUEST	222		ShowMyDiagnosis	1590513735540	1590513735557	OK	 
REQUEST	1023		Logged	1590513735558	1590513735561	OK	 
REQUEST	1072		Logged	1590513735559	1590513735561	OK	 
REQUEST	1023		Logged Redirect 1	1590513735561	1590513735562	OK	 
USER	VetWithDiagnosis	2625	START	1590513735566	1590513735566
USER	VetWithoutDiagnosis	2675	START	1590513735567	1590513735567
REQUEST	1072		Logged Redirect 1	1590513735561	1590513735569	OK	 
REQUEST	1874		Login	1590513735565	1590513735572	OK	 
REQUEST	273		ShowMyDiagnosis	1590513735563	1590513735572	OK	 
REQUEST	1823		Login	1590513735566	1590513735573	OK	 
REQUEST	2675		Home	1590513735568	1590513735574	OK	 
REQUEST	2625		Home	1590513735567	1590513735577	OK	 
REQUEST	1073		Logged	1590513735579	1590513735581	OK	 
REQUEST	1024		Logged	1590513735579	1590513735581	OK	 
REQUEST	1024		Logged Redirect 1	1590513735581	1590513735584	OK	 
REQUEST	1073		Logged Redirect 1	1590513735581	1590513735584	OK	 
REQUEST	223		ShowMyDiagnosis	1590513735563	1590513735585	OK	 
REQUEST	275		ShowMyDiagnosis	1590513735580	1590513735588	OK	 
REQUEST	274		ShowMyDiagnosis	1590513735580	1590513735588	OK	 
REQUEST	1875		Login	1590513735594	1590513735595	OK	 
USER	VetWithoutDiagnosis	2676	START	1590513735596	1590513735596
REQUEST	1074		Logged	1590513735594	1590513735598	OK	 
USER	VetWithDiagnosis	2626	START	1590513735595	1590513735595
REQUEST	1074		Logged Redirect 1	1590513735598	1590513735600	OK	 
REQUEST	1025		Logged	1590513735595	1590513735602	OK	 
REQUEST	1824		Login	1590513735594	1590513735604	OK	 
REQUEST	224		ShowMyDiagnosis	1590513735579	1590513735606	OK	 
REQUEST	2626		Home	1590513735596	1590513735606	OK	 
REQUEST	1025		Logged Redirect 1	1590513735603	1590513735606	OK	 
REQUEST	225		ShowMyDiagnosis	1590513735580	1590513735607	OK	 
REQUEST	2676		Home	1590513735597	1590513735607	OK	 
REQUEST	1876		Login	1590513735608	1590513735611	OK	 
USER	VetWithDiagnosis	2627	START	1590513735612	1590513735612
USER	VetWithoutDiagnosis	2677	START	1590513735612	1590513735612
REQUEST	1825		Login	1590513735609	1590513735614	OK	 
REQUEST	2677		Home	1590513735613	1590513735616	OK	 
REQUEST	2627		Home	1590513735612	1590513735617	OK	 
REQUEST	1075		Logged	1590513735616	1590513735618	OK	 
REQUEST	1075		Logged Redirect 1	1590513735618	1590513735620	OK	 
REQUEST	1026		Logged	1590513735618	1590513735621	OK	 
REQUEST	276		ShowMyDiagnosis	1590513735618	1590513735623	OK	 
REQUEST	1026		Logged Redirect 1	1590513735621	1590513735624	OK	 
REQUEST	226		ShowMyDiagnosis	1590513735619	1590513735627	OK	 
USER	VetWithoutDiagnosis	2678	START	1590513735629	1590513735629
USER	VetWithDiagnosis	2628	START	1590513735629	1590513735629
REQUEST	1877		Login	1590513735629	1590513735630	OK	 
REQUEST	1826		Login	1590513735629	1590513735631	OK	 
REQUEST	2628		Home	1590513735629	1590513735632	OK	 
REQUEST	2678		Home	1590513735629	1590513735632	OK	 
REQUEST	1076		Logged	1590513735640	1590513735641	OK	 
REQUEST	1027		Logged	1590513735640	1590513735644	OK	 
REQUEST	1076		Logged Redirect 1	1590513735641	1590513735645	OK	 
REQUEST	277		ShowMyDiagnosis	1590513735640	1590513735646	OK	 
REQUEST	1027		Logged Redirect 1	1590513735644	1590513735647	OK	 
REQUEST	227		ShowMyDiagnosis	1590513735640	1590513735648	OK	 
USER	VetWithoutDiagnosis	2679	START	1590513735651	1590513735651
USER	VetWithDiagnosis	2629	START	1590513735651	1590513735651
REQUEST	1827		Login	1590513735651	1590513735652	OK	 
REQUEST	1878		Login	1590513735651	1590513735653	OK	 
REQUEST	2679		Home	1590513735651	1590513735654	OK	 
REQUEST	2629		Home	1590513735651	1590513735655	OK	 
REQUEST	1077		Logged	1590513735656	1590513735656	OK	 
REQUEST	1028		Logged	1590513735655	1590513735657	OK	 
REQUEST	1077		Logged Redirect 1	1590513735657	1590513735659	OK	 
REQUEST	278		ShowMyDiagnosis	1590513735656	1590513735659	OK	 
REQUEST	1028		Logged Redirect 1	1590513735657	1590513735661	OK	 
REQUEST	228		ShowMyDiagnosis	1590513735656	1590513735664	OK	 
USER	VetWithDiagnosis	2630	START	1590513735670	1590513735670
USER	VetWithoutDiagnosis	2680	START	1590513735670	1590513735670
REQUEST	1828		Login	1590513735670	1590513735671	OK	 
REQUEST	1879		Login	1590513735670	1590513735672	OK	 
REQUEST	2630		Home	1590513735670	1590513735673	OK	 
REQUEST	2680		Home	1590513735670	1590513735674	OK	 
REQUEST	1029		Logged	1590513735681	1590513735682	OK	 
REQUEST	1078		Logged	1590513735681	1590513735683	OK	 
REQUEST	279		ShowMyDiagnosis	1590513735681	1590513735686	OK	 
REQUEST	1029		Logged Redirect 1	1590513735683	1590513735686	OK	 
USER	VetWithDiagnosis	2631	START	1590513735687	1590513735687
REQUEST	1078		Logged Redirect 1	1590513735683	1590513735688	OK	 
USER	VetWithoutDiagnosis	2681	START	1590513735687	1590513735687
REQUEST	1829		Login	1590513735686	1590513735689	OK	 
REQUEST	1880		Login	1590513735686	1590513735689	OK	 
REQUEST	229		ShowMyDiagnosis	1590513735681	1590513735690	OK	 
REQUEST	1030		Logged	1590513735687	1590513735690	OK	 
REQUEST	2681		Home	1590513735687	1590513735691	OK	 
REQUEST	2631		Home	1590513735687	1590513735692	OK	 
REQUEST	1079		Logged	1590513735687	1590513735694	OK	 
REQUEST	280		ShowMyDiagnosis	1590513735687	1590513735694	OK	 
REQUEST	1030		Logged Redirect 1	1590513735690	1590513735695	OK	 
REQUEST	1079		Logged Redirect 1	1590513735694	1590513735696	OK	 
REQUEST	230		ShowMyDiagnosis	1590513735687	1590513735699	OK	 
REQUEST	1080		Logged	1590513735697	1590513735699	OK	 
REQUEST	1031		Logged	1590513735697	1590513735700	OK	 
REQUEST	1080		Logged Redirect 1	1590513735699	1590513735700	OK	 
REQUEST	1031		Logged Redirect 1	1590513735700	1590513735702	OK	 
USER	VetWithDiagnosis	2632	START	1590513735708	1590513735708
USER	VetWithoutDiagnosis	2682	START	1590513735708	1590513735708
REQUEST	1830		Login	1590513735708	1590513735710	OK	 
REQUEST	2632		Home	1590513735708	1590513735712	OK	 
REQUEST	2682		Home	1590513735708	1590513735712	OK	 
REQUEST	1881		Login	1590513735708	1590513735712	OK	 
REQUEST	1882		Login	1590513735719	1590513735720	OK	 
REQUEST	1831		Login	1590513735719	1590513735721	OK	 
REQUEST	281		ShowMyDiagnosis	1590513735719	1590513735723	OK	 
REQUEST	231		ShowMyDiagnosis	1590513735719	1590513735726	OK	 
USER	VetWithoutDiagnosis	2683	START	1590513735730	1590513735730
USER	VetWithDiagnosis	2633	START	1590513735730	1590513735730
REQUEST	2633		Home	1590513735730	1590513735733	OK	 
REQUEST	2683		Home	1590513735730	1590513735733	OK	 
REQUEST	282		ShowMyDiagnosis	1590513735741	1590513735744	OK	 
REQUEST	1081		Logged	1590513735741	1590513735745	OK	 
REQUEST	1032		Logged	1590513735741	1590513735745	OK	 
REQUEST	1081		Logged Redirect 1	1590513735745	1590513735746	OK	 
REQUEST	1032		Logged Redirect 1	1590513735745	1590513735746	OK	 
REQUEST	1832		Login	1590513735746	1590513735747	OK	 
USER	VetWithDiagnosis	2634	START	1590513735747	1590513735747
REQUEST	1883		Login	1590513735746	1590513735749	OK	 
USER	VetWithoutDiagnosis	2684	START	1590513735748	1590513735748
REQUEST	1082		Logged	1590513735747	1590513735751	OK	 
REQUEST	1033		Logged	1590513735746	1590513735751	OK	 
REQUEST	1082		Logged Redirect 1	1590513735751	1590513735752	OK	 
REQUEST	1033		Logged Redirect 1	1590513735751	1590513735752	OK	 
REQUEST	2634		Home	1590513735748	1590513735753	OK	 
REQUEST	2684		Home	1590513735748	1590513735753	OK	 
REQUEST	232		ShowMyDiagnosis	1590513735741	1590513735756	OK	 
REQUEST	283		ShowMyDiagnosis	1590513735759	1590513735762	OK	 
REQUEST	233		ShowMyDiagnosis	1590513735759	1590513735765	OK	 
USER	VetWithDiagnosis	2635	START	1590513735770	1590513735770
USER	VetWithoutDiagnosis	2685	START	1590513735770	1590513735770
REQUEST	1833		Login	1590513735770	1590513735772	OK	 
REQUEST	1034		Logged	1590513735770	1590513735772	OK	 
REQUEST	1083		Logged	1590513735770	1590513735773	OK	 
REQUEST	1884		Login	1590513735770	1590513735773	OK	 
REQUEST	284		ShowMyDiagnosis	1590513735770	1590513735774	OK	 
REQUEST	1083		Logged Redirect 1	1590513735773	1590513735774	OK	 
REQUEST	2635		Home	1590513735770	1590513735777	OK	 
REQUEST	2685		Home	1590513735770	1590513735777	OK	 
REQUEST	1034		Logged Redirect 1	1590513735773	1590513735777	OK	 
REQUEST	234		ShowMyDiagnosis	1590513735770	1590513735782	OK	 
USER	VetWithDiagnosis	2636	START	1590513735785	1590513735785
USER	VetWithoutDiagnosis	2686	START	1590513735785	1590513735785
REQUEST	1834		Login	1590513735785	1590513735787	OK	 
REQUEST	1885		Login	1590513735785	1590513735788	OK	 
REQUEST	2686		Home	1590513735786	1590513735790	OK	 
REQUEST	2636		Home	1590513735786	1590513735790	OK	 
REQUEST	1035		Logged	1590513735798	1590513735799	OK	 
REQUEST	1035		Logged Redirect 1	1590513735799	1590513735800	OK	 
REQUEST	1084		Logged	1590513735798	1590513735800	OK	 
REQUEST	285		ShowMyDiagnosis	1590513735798	1590513735801	OK	 
REQUEST	1084		Logged Redirect 1	1590513735800	1590513735803	OK	 
REQUEST	235		ShowMyDiagnosis	1590513735798	1590513735804	OK	 
USER	VetWithDiagnosis	2637	START	1590513735809	1590513735809
USER	VetWithoutDiagnosis	2687	START	1590513735809	1590513735809
REQUEST	1886		Login	1590513735809	1590513735811	OK	 
REQUEST	1835		Login	1590513735809	1590513735811	OK	 
REQUEST	2687		Home	1590513735810	1590513735814	OK	 
REQUEST	2637		Home	1590513735809	1590513735814	OK	 
REQUEST	1036		Logged	1590513735820	1590513735821	OK	 
REQUEST	1085		Logged	1590513735820	1590513735822	OK	 
REQUEST	286		ShowMyDiagnosis	1590513735820	1590513735823	OK	 
REQUEST	1085		Logged Redirect 1	1590513735822	1590513735824	OK	 
REQUEST	1036		Logged Redirect 1	1590513735821	1590513735826	OK	 
REQUEST	236		ShowMyDiagnosis	1590513735820	1590513735827	OK	 
USER	VetWithoutDiagnosis	2688	START	1590513735831	1590513735831
REQUEST	1836		Login	1590513735831	1590513735832	OK	 
USER	VetWithDiagnosis	2638	START	1590513735831	1590513735831
REQUEST	2688		Home	1590513735831	1590513735836	OK	 
REQUEST	2638		Home	1590513735833	1590513735836	OK	 
REQUEST	1887		Login	1590513735831	1590513735836	OK	 
REQUEST	1037		Logged	1590513735836	1590513735837	OK	 
REQUEST	1086		Logged	1590513735836	1590513735837	OK	 
REQUEST	287		ShowMyDiagnosis	1590513735835	1590513735840	OK	 
REQUEST	1037		Logged Redirect 1	1590513735837	1590513735840	OK	 
REQUEST	1086		Logged Redirect 1	1590513735837	1590513735840	OK	 
REQUEST	237		ShowMyDiagnosis	1590513735836	1590513735844	OK	 
USER	VetWithoutDiagnosis	2689	START	1590513735847	1590513735847
USER	VetWithDiagnosis	2639	START	1590513735847	1590513735847
REQUEST	1837		Login	1590513735847	1590513735848	OK	 
REQUEST	1888		Login	1590513735847	1590513735848	OK	 
REQUEST	2689		Home	1590513735847	1590513735850	OK	 
REQUEST	2639		Home	1590513735847	1590513735850	OK	 
REQUEST	1087		Logged	1590513735858	1590513735859	OK	 
REQUEST	1087		Logged Redirect 1	1590513735859	1590513735860	OK	 
REQUEST	1038		Logged	1590513735858	1590513735860	OK	 
REQUEST	1038		Logged Redirect 1	1590513735861	1590513735863	OK	 
USER	VetWithoutDiagnosis	2690	START	1590513735869	1590513735869
USER	VetWithDiagnosis	2640	START	1590513735869	1590513735869
REQUEST	1838		Login	1590513735869	1590513735871	OK	 
REQUEST	1889		Login	1590513735869	1590513735872	OK	 
REQUEST	1039		Logged	1590513735869	1590513735873	OK	 
REQUEST	1088		Logged	1590513735869	1590513735873	OK	 
REQUEST	288		ShowMyDiagnosis	1590513735869	1590513735875	OK	 
REQUEST	2640		Home	1590513735870	1590513735877	OK	 
REQUEST	1039		Logged Redirect 1	1590513735873	1590513735878	OK	 
REQUEST	2690		Home	1590513735869	1590513735879	OK	 
REQUEST	1088		Logged Redirect 1	1590513735873	1590513735879	OK	 
REQUEST	289		ShowMyDiagnosis	1590513735869	1590513735882	OK	 
REQUEST	239		ShowMyDiagnosis	1590513735869	1590513735883	OK	 
REQUEST	238		ShowMyDiagnosis	1590513735869	1590513735884	OK	 
USER	VetWithDiagnosis	2641	START	1590513735886	1590513735886
USER	VetWithoutDiagnosis	2691	START	1590513735886	1590513735886
REQUEST	1040		Logged	1590513735886	1590513735888	OK	 
REQUEST	1089		Logged	1590513735886	1590513735889	OK	 
REQUEST	1890		Login	1590513735887	1590513735889	OK	 
REQUEST	290		ShowMyDiagnosis	1590513735886	1590513735890	OK	 
REQUEST	1839		Login	1590513735886	1590513735891	OK	 
REQUEST	2691		Home	1590513735887	1590513735893	OK	 
REQUEST	2641		Home	1590513735886	1590513735894	OK	 
REQUEST	1040		Logged Redirect 1	1590513735889	1590513735894	OK	 
REQUEST	1089		Logged Redirect 1	1590513735889	1590513735895	OK	 
REQUEST	240		ShowMyDiagnosis	1590513735887	1590513735898	OK	 
REQUEST	1891		Login	1590513735898	1590513735900	OK	 
REQUEST	1840		Login	1590513735898	1590513735900	OK	 
USER	VetWithDiagnosis	2642	START	1590513735909	1590513735909
USER	VetWithoutDiagnosis	2692	START	1590513735909	1590513735909
REQUEST	2642		Home	1590513735910	1590513735912	OK	 
REQUEST	2692		Home	1590513735910	1590513735913	OK	 
REQUEST	1090		Logged	1590513735920	1590513735921	OK	 
REQUEST	1041		Logged	1590513735920	1590513735922	OK	 
REQUEST	1090		Logged Redirect 1	1590513735921	1590513735924	OK	 
USER	VetWithDiagnosis	2643	START	1590513735926	1590513735926
USER	VetWithoutDiagnosis	2693	START	1590513735926	1590513735926
REQUEST	1041		Logged Redirect 1	1590513735922	1590513735927	OK	 
REQUEST	1892		Login	1590513735926	1590513735929	OK	 
REQUEST	1841		Login	1590513735926	1590513735929	OK	 
REQUEST	291		ShowMyDiagnosis	1590513735920	1590513735930	OK	 
REQUEST	241		ShowMyDiagnosis	1590513735920	1590513735930	OK	 
REQUEST	2643		Home	1590513735926	1590513735931	OK	 
REQUEST	2693		Home	1590513735926	1590513735931	OK	 
USER	VetWithoutDiagnosis	2694	START	1590513735947	1590513735947
USER	VetWithDiagnosis	2644	START	1590513735947	1590513735947
REQUEST	1043		Logged	1590513735947	1590513735949	OK	 
REQUEST	1042		Logged	1590513735947	1590513735949	OK	 
REQUEST	292		ShowMyDiagnosis	1590513735947	1590513735951	OK	 
REQUEST	1042		Logged Redirect 1	1590513735949	1590513735951	OK	 
REQUEST	1092		Logged	1590513735947	1590513735951	OK	 
REQUEST	1091		Logged	1590513735947	1590513735952	OK	 
REQUEST	2644		Home	1590513735948	1590513735953	OK	 
REQUEST	2694		Home	1590513735948	1590513735953	OK	 
REQUEST	1092		Logged Redirect 1	1590513735951	1590513735954	OK	 
REQUEST	1043		Logged Redirect 1	1590513735949	1590513735954	OK	 
REQUEST	1091		Logged Redirect 1	1590513735952	1590513735955	OK	 
REQUEST	242		ShowMyDiagnosis	1590513735948	1590513735958	OK	 
REQUEST	1842		Login	1590513735958	1590513735960	OK	 
REQUEST	1893		Login	1590513735959	1590513735961	OK	 
REQUEST	1843		Login	1590513735959	1590513735961	OK	 
REQUEST	1894		Login	1590513735959	1590513735961	OK	 
REQUEST	293		ShowMyDiagnosis	1590513735959	1590513735963	OK	 
REQUEST	243		ShowMyDiagnosis	1590513735960	1590513735967	OK	 
USER	VetWithDiagnosis	2645	START	1590513735969	1590513735969
USER	VetWithoutDiagnosis	2695	START	1590513735969	1590513735969
REQUEST	2645		Home	1590513735970	1590513735972	OK	 
REQUEST	2695		Home	1590513735970	1590513735972	OK	 
REQUEST	1093		Logged	1590513735980	1590513735981	OK	 
REQUEST	1044		Logged	1590513735980	1590513735982	OK	 
REQUEST	1093		Logged Redirect 1	1590513735981	1590513735983	OK	 
